ID number,Date,Month,Year,Description of event,Type of event,Institutions or actors,UK jurisdiction,Special tag,Subject matter (general),Subject matter (specific),Source,...13,...14,...15
NA,17,October,2019,"The Parliamentary Undersecretary of State for Digital, Media, Culture and Sport indicated in an answer to an urgent question that the government would not be bringing Part 3 of the Digital Economy Act 2017 into force, which provides for age verification before internet users can access online pornography via a website.",Ministerial statement,"Department for Digital, Culture, Media and Sport",England and Wales,None,Human rights and equality,children; women and gender; internet freedom,https://hansard.parliament.uk/commons/2019-10-17/debates/C743945F-9F9F-48E5-9064-707189D07846/OnlinePornographyAgeVerification,NA,NA,NA
NA,19,October,2019,Sir Oliver Letwin MP persuaded the House of Commons to amend a government motion under s.1(1)(a) of the European Union (Withdrawal) (No 2) Act 2019 and s.13(1)(b) of the European Union (Withdrawal) Act 2018 so as to withhold parliamentary approval for the renegotiated Withdrawal Agreement and Political Declaration until primary legislation implementing the Agreement and Declaration had been passed by Parliament.,Parliamentary motion,Prime Minister,UK,Brexit,Parliament; Devolution and the Union,Northern Ireland; Northern Ireland Protocol; international law; EU law; scrutiny; transparency,https://votes.parliament.uk/Votes/Commons/Division/721,NA,NA,NA
NA,20,October,2019,"Following the European Union (Withdrawal) (No 2) Act 2019, the Prime Minister was obligated to request that the European Commission extend the UK's Article 50 withdrawal timetable to 31 January 2020. The Prime Minister sent two letters to the Commission: one unsigned letter making the request and another signed letter arguing that it would be a mistake.","Decision, announcement, statement or speech",Prime Minister,UK,Brexit,"Rule of law; Ethics, standards and integrity",government under law; personal conduct; public rhetoric; international law; EU law,https://www.bbc.co.uk/news/uk-50114538,NA,NA,NA
NA,21,October,2019,The Speaker of the House of Commons determined that the government could not put forward a motion for the House of Commons to approve its renegotiated Withdrawal Agreement and Political Declaration because the motion was substantially similar to the vote previously lost by the government of Theresa May MP.,Parliamentary motion,Prime Minister; Department for Exiting the European Union,UK,Brexit,Parliament; Rule of law,Speaker of the House of Commons; House of Commons; EU law; international law,https://hansard.parliament.uk/commons/2019-10-21/debates/1F395A08-31D0-4DAA-B6D5-CF6C884A7382/Speaker%E2%80%99SStatement,NA,NA,NA
NA,22,October,2019,The House of Commons approved the government's renegotiated Withdrawal Agreement and Political Declaration through the second reading of the European Union (Withdrawal Agreement) Bill 2019.,Primary legislation,Prime Minister; Department for Exiting the European Union,UK,Brexit,Parliament; Rule of law,House of Commons; EU law; international law,https://hansard.parliament.uk/commons/2019-10-22/debates/277C5A20-456D-469B-A415-D04AFFD83248/EuropeanUnion(WithdrawalAgreement)Bill,NA,NA,NA
NA,22,October,2019,"The House of Commons rejected the government's programme motion or timetable for the European Union (Withdrawal Agreement) Bill 2019, which sought to implement the government's renegotiated Withdrawal Agreement and Political Declaration.",Primary legislation,Prime Minister; Department for Exiting the European Union,UK,Brexit,Parliament; Rule of law,House of Commons; scrutiny; transparency; EU law; international law,https://hansard.parliament.uk/commons/2019-10-22/debates/277C5A20-456D-469B-A415-D04AFFD83248/EuropeanUnion(WithdrawalAgreement)Bill,NA,NA,NA
NA,23,October,2019,The Prime Minister cancelled his appearance before the Liaison Committee at short notice. This was the third time the Prime Minister had failed to appear before the Committee as scheduled.,"Decision, announcement, statement or speech",Prime Minister,UK,None,"Parliament; Ethics, standards and integrity",committees; transparency; scrutiny,https://www.parliament.uk/globalassets/documents/commons-committees/liaison/correspondence/191023-wollaston-to-prime-minister.pdf/,NA,NA,NA
NA,28,October,2019,"For the third time in the space of two months, the Prime Minister sought an early general election under the Fixed-Term Parliaments Act 2011 but this was rejected by the House of Commons.",Parliamentary motion,Prime Minister,UK,Brexit,Parliament; Elections and voters,general election; Fixed-Term Parliaments Act 2011; House of Commons,https://hansard.parliament.uk/commons/2019-10-28/debates/742E40C9-51E0-4692-83A6-9DE26B5990AF/EarlyParliamentaryGeneralElection,NA,NA,NA
NA,29,October,2019,"The House of Commons passed the Early General Election Bill, which permitted a general election despite the provisions of the Fixed-Term Parliaments Act 2011.",Primary legislation,Prime Minister,UK,None,Parliament; Elections and voters,general election; Fixed-Term Parliaments Act 2011; House of Commons,https://www.legislation.gov.uk/ukpga/2019/29/enacted,NA,NA,NA
NA,30,October,2019,The House of Commons held its longest ever Prime Minister's Questions session at one hour and eleven minutes.,Ministerial statement,Prime Minister,UK,None,Parliament,House of Commons; Speaker of the House of Commons; parliamentary questions,https://hansard.parliament.uk/commons/2019-10-30/debates/EE676E39-9A59-47E9-B17A-E7D8FB1A2D11/Engagements,NA,NA,NA
NA,31,October,2019,"The Early Parliamentary General Election Act 2019, which required a general election to be held on 12 December 2019 received royal assent.",Primary legislation,Prime Minister,UK,Brexit,Parliament; Elections and voters,general election; Fixed-Term Parliaments Act 2011; House of Commons,https://www.legislation.gov.uk/ukpga/2019/29/enacted,NA,NA,NA
NA,31,October,2019,The Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No 2) Order 2019 came into force and deproscribed the Libyan Islamic Fighting Group.,Statutory instrument,Home Office,UK,None,Human rights and equality,freedom of association; freedom of expression; terrorism,https://www.legislation.gov.uk/uksi/2019/1446/contents/made,NA,NA,NA
NA,4,November,2019,The House of Commons elected Sir Lindsay Hoyle as its new Speaker following the resignation of John Bercow.,"Appointment, dismissal or resignation",House of Commons; Speaker of the House of Commons,UK,None,Parliament,House of Commons; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2019-11-04/debates/B1487706-76DF-4CB7-9FFD-646467B842FF/ElectionOfSpeaker,NA,NA,NA
NA,5,November,2019,"The Historical Institutional Abuse (Northern Ireland) Act 2020 received royal assent, which established the Historical Institutional Abuse Redress Board designed to award compensation for survivors of historic institutional abuse in Northern Irish public sector institutions with responsibilities for the safety, education, and welfare of children. The Act further establishes a Commissioner for Survivors of Institutional Abuse tasked with providing advice to persons providing services for survivors of institutional abuse.",Primary legislation,Northern Ireland Office,Northern Ireland,None,Devolution and the Union; Human rights and equality; Civil service and public sector reform,children; education; new public bodies; Northern Ireland,https://www.legislation.gov.uk/ukpga/2019/31/contents,NA,NA,NA
NA,6,November,2019,Alun Cairns MP resigned as the Secretary of State for Wales following allegations that he was aware of the role of a former aide in causing a rape trial to collapse by revealing the sexual history of a complainant.,"Appointment, dismissal or resignation",Wales Office,UK; Wales,None,"Civil service and public sector reform; Ethics, standards and integrity",resignation; ministerial conduct,https://www.bbc.co.uk/news/uk-politics-49594793,NA,NA,NA
NA,13,November,2019,"Rejecting arguments advanced by the Secretary of State for Work and Pensions, the UK Supreme Court allowed an appeal from the Upper Tribunal and held that the application of Regulation B13 of the Housing Benefit Regulations 2006 in the applicant's case was unjustifiably discriminatory. The applicant lived with a severely disabled partner who needed a spare room to keep medical equipment and supplies; levying the so-called 'bedroom tax' on the applicant was a breach of Article 14 ECHR.",Case,Department for Work and Pensions,UK,None,Human rights and equality; Courts,cases; judicial review; Supreme Court; disabilities; social security; protected characteristics,https://www.supremecourt.uk/cases/docs/uksc-2018-0224-judgment.pdf,NA,NA,NA
NA,24,November,2019,"The Conservative Party manifesto for the December 2019 general election indicates that in government the Party would establish a Constitution, Democracy and Rights Commission designed to ""restore trust in our institutions and in how our democracy operates"" (p.48).","Decision, announcement, statement or speech",Prime Minister,UK,None,Courts; Parliament; Civil service and public sector reform; Human rights and equality; Rule of law,judicial review; House of Lords; HRA; government under law; general election,https://assets-global.website-files.com/5da42e2cae7ebd3f8bde353c/5dda924905da587992a064ba_Conservative%202019%20Manifesto.pdf,NA,NA,NA
NA,24,November,2019,"The Conservative Party manifesto for the December 2019 general election claimed that ""many MPs have devoted themselves to thwarting the democratic decision of the British people in the 2016 referendum [which] has opened up a potentially extremely damaging rift between politicians and people"" (pp.47-48).","Decision, announcement, statement or speech",Prime Minister,UK,Brexit,"Elections and voters; Parliament; Ethics, standards and integrity",public rhetoric; general election,https://assets-global.website-files.com/5da42e2cae7ebd3f8bde353c/5dda924905da587992a064ba_Conservative%202019%20Manifesto.pdf,NA,NA,NA
NA,12,December,2019,The Conservative Party won the UK general election with a majority of 80 seats in the House of Commons following the Early General Election Act 2019 and Boris Johnson MP remained as leader of the Party and Prime Minister.,"Appointment, dismissal or resignation",Prime Minister,UK,None,Elections and voters,general election,https://commonslibrary.parliament.uk/general-election-2019-the-results-so-far/,NA,NA,NA
NA,16,December,2019,"Former Conservative MP, Nicky Morgan, was made a life peer in order to remain in her position as Secretary of State for Digital, Culture, Media and Sport pending a reshuffle.","Appointment, dismissal or resignation","Prime Minister; Department for Culture, Media and Sport",UK,None,"Parliament; Ethics, standards and integrity",peerages; ministerial appointments; House of Lords,https://members.parliament.uk/member/4027/contact,NA,NA,NA
NA,16,December,2019,"Former Conservative MP, Zac Goldsmith, who lost his seat in the December 2019 general election was made a life peer so that he could continue in his position as Environment Minister.","Appointment, dismissal or resignation","Prime Minister; Department for the Environment, Food and Rural Affairs",UK,None,"Parliament; Ethics, standards and integrity",peerages; ministerial appointments; House of Lords,https://www.gov.uk/government/people/zac-goldsmith,NA,NA,NA
NA,19,December,2019,"The government published a new version of the European Union (Withdrawal Agreement) Bill 2019 designed to implement the new Withdrawal Agreement and Political Declaration. Among other things, this version of the Bill removed several opportunities for MPs to scrutinise and veto aspects of ministerial implementation of the Agreement.",Primary legislation,Department for Exiting the European Union,UK,Brexit,Parliament; Rule of law,House of Commons; House of Lords; scrutiny; transparency; EU law; international law,https://commonslibrary.parliament.uk/the-new-eu-withdrawal-agreement-bill-whats-changed/,NA,NA,NA
